@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' wow. did last night really happen? i \' m not too sure, but i think operation SBN01 was a success. boy, did i fuck up this time. but hey, i made a new friend out of it. so there \' s one good thing, i guess. ' , fear
' nonono. this isn \' t supposed to be like. i gave up on you a long time ago. you are a lost cause. i got the point that you weren \' t interested in me.  so then, why were you seducing me last night? these feelings aren \' t supposed to come back !    i \' m not allowed to like you... ' , fear
' ...Why do I even bother reading the Anime Manga/Comics section on Gaia? The n00bs melt my brain... :gonk: ' , fear
' erg. my grades:  Alg 2/Trig H : B-  my parents will murder me for this. they want an A+ Hn English 8 : B PE : B+ &lt;-- WTF? ! ? !  ! ? omfg thats so gay i got A \' s on track n field -_____- i think its cuz im lazy during xcountries Hn Science 8 : B+ -_____- History 8 : A- French 2 : A-  OVERALL GPA: 3.33  *hangs myself before my parents can kill me* *rope snaps in half*  &gt; ' , fear
' Working UW graveyard again, And I \' m overwhelmed by the abundant network connectivity.   Email? Live Journal? Fazed? Fark? Consumption Junction?   Wow. I could go a million different places, see a million different things, talk to a million different people !   I think I \' m going to continue to munch on my crackers and french-onion dip, and watch a dvd until I re-acclimate to technology again... ' , fear
' It \' s two am in the morning and I \' m awake. Doors are locked and wand is nearby. I can \' t bring myself to fall asleep because I \' m so afraid that Lucius Malfoy will suddenly barge in.  I \' ll be gone in five days. I intend to enjoy my time here with Draco. He \' s so sweet. *remembers garden incident* I am soo sleepy. Maybe I \' ll take a nap. Nothing will surprise me. Yes, Nothing to fear. ' , fear
' I had Life for breakfast this morning.  It was so sweet, and made pure by the milk caressing every square of it.  With every bite, I thought it seemed too good to be true-- I was very hungry.  But I discovered that Life is real.  I can hold it in the palm of my hand and eat it up until the box is empty.  If only I had a lifetime supply of it. ' , fear
' Since the invention of blogging and journal on the internet. Our life and events are partially stored in this digital world. Imagine we have kids and they growing up 10 years - 20 years from now, they can read our journal online and wonder how do they feel. ' , fear
' On phone with Dell literally all night.  There \' s a chance I can get some of my stuff back.  A small chance, but it \' s my only hope at the moment.  Please please please PLEASE.  I really do want to go to grad school... ' , fear
' Everytime I go to the bathroom in the middle of the night, I get scared that  &gt;this&lt;  is going to happen. Nice to know my little irrational fear isn \' t so&hellip; irrational.   ~shiver~ ' , fear
' Who was the man sitting on the doorstep, the one Serwen was  afraid  of, the man she didn \' t wish me to know more of?  More importantly is that Serwen was afraid, she \' s afraid of nothing !   Could this man who apparently escaped from custody be responsilbe for my mysterious  \' gifts \' ? ' , fear
' I didn \' t sleep again, but it \' s okay  \' cause it \' s a half day and that \' s the way...uh huh I like it.  I put the ellipsis there so that the rhyme would keep going, kthx !  !  ! 1  I said good day sir. ' , fear
' So our Defense professor was burnt to death somehow and I don \' t know how or why and it \' s  horrible.   That awful girl who turned me into a  pig  was saying mean things about how he had a high temperature or something which I think is even horribler, except horribler isn \' t a word, I don \' t think.   I want to go home. ' , fear
' Is it going to come down to this... will the thing that I have feared most in life happen? please don \' t let it come to this... ' , fear
' Remember the 2000 elections? This time it was different. Well, that \' s what we are told.   Here is someone  who says that, again, just like 2000, the wrong person is becoming the president !   One thing is clear: Americans can \' t count. ;-)  -- There are only three kind of people: those who can count and those who can \' t. ' , fear
' OK, I think.  Good, I \' ll get you some refills.  Is this me? Is this me, shouldn \' t I be crying more? Shouldn \' t I be out finding things to rescue? Didn \' t everyone want to strangle that me? Especially when I kept having panic attacks bad enough to go to the hospital?    The search for self is huge.  I don \' t think it ever ends.  I finally get my Roses tomorrow.  Ben is so...awesome. ' , fear
' I was playing Fatal Frame 2 yesterday.  I cannot seem to sleep today.  The game has me THAT FUCKING scared. Gah. ' , fear
' And now that I can post animated gifs, here are some frames from a Glico Pocky commercial that looks like it was scripted by horror manga artist  Junji Ito ( Uzumaki ):      Oh no, the curse of the spiral has invaded my Pocky ! ' , fear
' and sometimes with a glance and a song, it all comes rushing back.  its so scary to be completly alone.  its not even about the bitterness anymore.  its beyond that.  now its just the memories of love that haunt me.  why am i so scared. ' , fear
' incarceration until my mom stops being crazy &gt;_&lt; its possible i could die before that tho... its rather unfair 0.  voice recital - went ok? i think thanks alex and rye for comin &lt;3 and kendra and heather and joe (pick me up tomorro   gotta go do stuff ill have a highly workin cell for the next couple of dayz w00t expect some calls/texts from me = D  much love *mwah* ' , fear
' A bill before the Virginia legislature proposes vanity license plates that say  \' TRADITIONAL MARRIAGE. \'  They will also  \' a symbol, two interlocked golden wedding bands over a red heart. \'    Article  (via  Boing Boing ) ' , fear
' http://lifeaftertheoilcrash.net   Reading this has made me want to die now, before we \' re  entirely  messed up.  *cry* I might write a song expressing my fears on this threat to mankind soon. ' , fear
' ...barring a miracle I can \' t go to Reading.  Mum is highly reluctant to book the time off as this would be unpaid leave.  Grandad would need to cancel a golf tournament, which he probably wouldn \' t.  Mum will certainly not let me go alone.  There \' s no real way of rearranging a date.  If I don \' t go to Reading, I won \' t go to Leicester.    The rebellion begins here. ' , fear
' We just got the calendar for next school year and OMG my graduation date is on it. May 28th. How unbelievably terrifying. That, and school starts two days later and ends eight days later than this year. Why do we need two extra days for each study week? Why? Why? ' , fear
' theres one orkane leaving and other one just coming. will be here tonight !  Here havent been over 30 years no orkans and now two !  and my tummy hurts. and my teacher hates me. But at least I am registed to exams ! ' , fear
' I have just under two and a half months of school left until I snag my degree in Sociology and Anthropology.  Wow. ' , fear
' ...he tried to kill me.....  All this time, I thought he cared about me  he even promised to protect me ....and then he...the way he looked at me was different.  Not that gentle smile like before.  This was pure hatred.  I have to get out of here.     I \' m sorry I didn \' t answer you before.  I honestly don \' t know what came over me  or Vincent , but I \' ll come back to Traverse Town as soon as I can.. ' , fear
' I just realized, like, half a second ago that I start gym class today !  !  SAVE ME !  !  Gym = evil + death. ' , fear
' My Maths teacher from two years ago has been diagnosed with lung cancer. He \' s had cancer before. He \' s thirty-eight years old and has three children, the oldest of whom is twelve. He \' s the only Maths teacher I \' ve ever had who didn \' t make Maths class suck.   It \' s not fair. ' , fear
' drtboi    is too sick too go to Wondercon today.I will have to go by myself.and one of the ants died. ' , fear
' Naomi gave us a scare last night, managing to find the cap from a water bottle and wedge it in her mouth. She could breathe, but couldn \' t figure out how to get it out, and was quite annoyed about it. I got it out, and within minutes she was back to putting things in her mouth, so I guess she wasn \' t too traumatized.  Naomi appears to be able to speak to cats and to rockers who yell  \' yeah ! ' , fear
' Wow.  They \' re still using that creepy picture of Karla Homolka.   Rex Murphy refers to her as the  Valley Girl of Death ' , fear
' Ah !  I read both of the notes  \' K \'  left for Britney and Dan. I \' m REALLY freaked out. I hope everything is ok. This is freaky and my mom is goin nuts !  I \' m happy that Dan got a bodygurad !  !   JAMIELYNN ' , fear
' oh my god haunted by the beach boys how much i HATE their music and putting up with an hour of it in New York was bad enough, i now turn on radio 1 and find Brian Wilson singing  \' in my room \'  :| what \' s going on?    arrrgh !  !  ! ' , fear
' Hurricane Isabel is coming straight for my town, so this \' ll be my last post for awhile. Pray for us and all the other states in it \' s path. Thank you.  Later.  ~Skye-chan ' , fear
